OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y,x,y
2892,DANS SUPERMARKET,,3981 S WASATCH BLVD,SALT LAKE CITY,84124,Supermarket,100,AddressPoints.AddressGrid,R45546,432875.834878075,4504096.04512345,432875.8349,4504096.0451
2893,WAL-MART SUPER CENTER,1686,5469 S REDWOOD RD,TAYLORSVILLE,84123,Supermarket,100,AddressPoints.AddressGrid,R45722,420800.831259294,4500426.09956502,420800.8313,4500426.0996
2894,THOMPSONS SMOKEHOUSE,,3975 N HWY 36,ERDA,84074,Convenience Grocery,100,Centerlines.StatewideRoads,R45732,382514.018873995,4474061.12589421,382514.0189,4474061.1259
2895,WAL-MART STORE INC,1573,255 S HWY 55,PRICE,84501,Supermarket,100,Centerlines.StatewideRoads,R45762,517968.449996859,4382901.08916561,517968.45,4382901.0892
2896,TAFT TRAVEL PLAZA,,675 E HWY 24,TORREY,84775,Convenience Grocery,100,Centerlines.StatewideRoads,R45825,464470.63148509,4239076.85475202,464470.6315,4239076.8548
2897,CHEVRON HURRICANE,,687 W STATE ST,HURRICANE,84737,Convenience Grocery,100,Centerlines.StatewideRoads,R46049,295782.94512912,4116915.46883794,295782.9451,4116915.4688
2898,SAMS CLUB,6685,1313 S UNIVERSITY AVE,PROVO,84601,Supermarket,100,AddressPoints.AddressGrid,R46062,444051.442152831,4451990.59508618,444051.4422,4451990.5951
2899,ASSOCIATED FRESH MARKETS,2378,135 E MAIN ST,AMERICAN FORK,84003,Supermarket,100,AddressPoints.AddressGrid,R463,432508.012652615,4469999.31464247,432508.0127,4469999.3146
2900,ASSOCIATED FRESH MARKETS,2377,910 N FAIRFIELD,LAYTON,84040,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R46319,420271.442912469,4547322.73720552,420271.4429,4547322.7372
2901,SHELL-CMART,,1355 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R46363,316674.556748637,4169520.92535437,316674.5567,4169520.9254
2902,WAL-MART,1768,1355 SANDHILL RD,OREM,84057,Supermarket,100,AddressPoints.AddressGrid,R46434,439584.83152221,4458279.75649069,439584.8315,4458279.7565
2903,RITE AID,6123,535 S MAIN ST,BOUNTIFUL,84010,Convenience Grocery,100,AddressPoints.AddressGrid,R46473,425902.373775392,4526203.20503207,425902.3738,4526203.205
2904,KENTS,,580 S STATE ST,CLEARFIELD,84015,Supermarket,100,AddressPoints.AddressGrid,R46544,414511.071203928,4550865.9984967,414511.0712,4550865.9985
2905,SAMS CLUB,6684,4949 S 900 W,RIVERDALE,84405,Grocery Store,100,AddressPoints.AddressGrid,R46547,416009.132329067,4558449.23422667,416009.1323,4558449.2342
2906,SMITHS,153,10305 S 1300 E,SANDY,84092,Supermarket,100,AddressPoints.AddressGrid,R46760,427898.651636349,4490685.17995703,427898.6516,4490685.18
2907,WAL-MART,1708,4848 S 900 W ST,RIVERDALE,84405,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R46972,416176.316023027,4558751.09348074,416176.316,4558751.0935
2908,SHOPKO,109,4060 RIVERDALE RD,RIVERDALE,84405,Convenience Grocery,100,AddressPoints.AddressGrid,R46973,417783.91633325,4560218.16398234,417783.9163,4560218.164
2909,WAL-MART,1699,745 W HILLFIELD RD,LAYTON,84041,Supermarket,98.7799987792969,AddressPoints.AddressGrid,R46975,417691.960776885,4546853.41581524,417691.9608,4546853.4158
2910,RAMSAY,,HWY 89,MOUNT CARMEL,84755,Convenience Grocery,,Manually Placed,R47292,350806,4120915,350806,4120915
2911,SHOPKO,104,747 S MAIN ST,BRIGHAM CITY,84302,Convenience Grocery,100,AddressPoints.AddressGrid,R47298,415292.811770991,4594182.16799903,415292.8118,4594182.168
2912,WAL-MART SUPERCENTER,1827,6545 LANDMARK DR,PARK CITY,84060,Grocery Store,100,AddressPoints.AddressGrid,R47598,453611.924215287,4508487.91489043,453611.9242,4508487.9149
2913,JENKINS OIL CO,,924 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R4764,317405.015212465,4170302.28306333,317405.0152,4170302.2831
2914,CHEVRON ,,1100 W 200 N,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R4765,316781.784862963,4172498.76090923,316781.7849,4172498.7609
2915,CHEVRON STAGE STOP,,288 S 100 E,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R4783,364223.32008417,4100765.96469196,364223.3201,4100765.9647
2916,SNIDER BROS,,6245 S HIGHLAND DR,SALT LAKE CITY,84121,Grocery Store,100,AddressPoints.AddressGrid,R47873,429554.130093179,4498868.23600349,429554.1301,4498868.236
2917,CHEVRON,,402 S MAIN ST,MILFORD,84751,Convenience Grocery,100,AddressPoints.AddressGrid,R4795,324315.242077902,4251443.25342683,324315.2421,4251443.2534
2918,CHEVRON ,,HWY 89 & HWY 9,MOUNT CARMEL,84755,Convenience Grocery,82.8000030517578,Centerlines.StatewideRoads,R4800,350854.202769455,4120959.50510244,350854.2028,4120959.5051
2919,CHEVRON FOODMART,,4503 S STATE ST,MURRAY,84107,Convenience Grocery,100,AddressPoints.AddressGrid,R4803,424962.255250841,4502940.17561373,424962.2553,4502940.1756
2920,BENSONCHEVRON,,2098 HARRISON BLVD,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R4807,420562.011332892,4564623.13445765,420562.0113,4564623.1345
2921,HONEY BEE PRODUCE CO INC,,1212 E  PKWY,DRAPER,84020,Supermarket,90.9199981689453,Centerlines.StatewideRoads,R48343,427684.223902055,4507817.73246351,427684.2239,4507817.7325
2922,RITE AID,6125,860 N FAIRFIELD RD,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R48344,420270.955638514,4547222.32396551,420270.9556,4547222.324
2923,RITE AID,6127,950 IRON HORSE DR,PARK CITY,84060,Convenience Grocery,100,AddressPoints.AddressGrid,R48345,457236.643789628,4500998.59773475,457236.6438,4500998.5977
2924,RITE AID,6136,2332 E 2100 S,SALT LAKE CITY,84109,Convenience Grocery,100,AddressPoints.AddressGrid,R48346,430495.070022397,4508605.83518754,430495.07,4508605.8352
2925,CHEVRON,,1946 S RIVER RD,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R48369,272962.143027158,4106248.76427256,272962.143,4106248.7643
2926,HARTS,,260 S GREENSPRING DR,WASHINGTON,84780,Convenience Grocery,98.9599990844727,AddressPoints.AddressGrid,R48371,275768.040486461,4111888.67489837,275768.0405,4111888.6749
2927,WAL-MART,1888,1550 N MAIN ST,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R48520,430974.610243626,4623499.75729571,430974.6102,4623499.7573
2928,SMITHS,138,1634 W S JORDAN PKWY,SOUTH JORDAN,84095,Supermarket,100,AddressPoints.AddressGrid,R48538,420646.810923175,4490784.5768828,420646.8109,4490784.5769
2929,SHOPKO,105,125 S STATE ST,OREM,84058,Convenience Grocery,100,AddressPoints.AddressGrid,R48703,441143.774047498,4460695.86959128,441143.774,4460695.8696
2930,KOREAN BBQ MARKET,,115 S MAIN ST,LOGAN,84321,Specialty Grocery,100,AddressPoints.AddressGrid,R48805,430521.870089922,4620116.01557529,430521.8701,4620116.0156
2931,DOLLAR TREE,2603,413 W 1425 N,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R48807,418134.092280483,4548111.73815452,418134.0923,4548111.7382
2932,REAMS,6,2600 W 4700 S,WEST VALLEY CITY,84119,Supermarket,100,AddressPoints.AddressGrid,R49048,419178.341249217,4502449.92928761,419178.3412,4502449.9293
2933,VALLEY MARKET,,2555 WOLFCREEK DR,EDEN,84310,Retail,,Manually Placed,R49374,430797,4573015,430797,4573015
2934,WHOLE FOODS MARKET,,544 S 700 E,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R49712,426420.206768427,4512239.51364159,426420.2068,4512239.5136
2935,MACEYS SANDY,45,7850 S 1300 E,SANDY,84094,Supermarket,100,AddressPoints.AddressGrid,R49714,427682.072285465,4495688.90570719,427682.0723,4495688.9057
2936,QUILTED BEAR,,3651 WALL AVE,OGDEN,84405,Retail,100,AddressPoints.AddressGrid,R49952,417764.494985615,4561008.64763637,417764.495,4561008.6476
2937,RITE AID,6131,72 S MAIN ST,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R49990,424772.830981363,4513333.77780128,424772.831,4513333.7778
2938,REAMS,15,8725 S HIGHLAND DR,SANDY,84093,Supermarket,100,AddressPoints.AddressGrid,R50008,429690.650333257,4493839.89595755,429690.6503,4493839.896
2939,KOA,,3225 S HWY 191,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R50633,630982.99906452,4264967.00604651,630982.9991,4264967.006
2940,SAMS CLUB,6686,1905 S 300 W,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R50750,424149.990451026,4509027.33411967,424149.9905,4509027.3341
2941,SAMS CLUB,6682,1055 W HILLFIELD RD,LAYTON,84041,Grocery Store,98.7799987792969,AddressPoints.AddressGrid,R51077,417292.361328503,4547155.92940862,417292.3613,4547155.9294
2942,GNC,1737,10450 S STATE STE 2206,SANDY,84070,Health Food,90.9199981689453,AddressPoints.AddressGrid,R51536,424228.831376945,4490571.82611299,424228.8314,4490571.8261
2943,JUANITAS GROCERY,,118 W MAIN ST,MORONI,84646,Grocery Store,100,Centerlines.StatewideRoads,R51546,449632.548555477,4375212.65717043,449632.5486,4375212.6572
2944,FRANZ FAMILY BAKERIES,,1180 W CTR ST,PROVO,84601,Retail,100,Centerlines.StatewideRoads,R51708,442002.452386148,4453720.29398725,442002.4524,4453720.294
2945,MOAB VALLEY RV PARK,,1773 N HWY 191,MOAB,84532,Convenience Grocery,100,Centerlines.StatewideRoads,R51768,624078.73486155,4273428.43993209,624078.7349,4273428.4399
2946,SPANISH TRAIL RV PARK,,2980 S HWY 191,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R51769,630371.999291289,4265454.00155925,630371.9993,4265454.0016
2947,GNC,7462,1669 W 9000 S,WEST JORDAN,84088,Health Food,100,AddressPoints.AddressGrid,R51934,420651.662779555,4493218.55901542,420651.6628,4493218.559
2948,SINCLAIR PUPS,,32 E GENEVA DR,EAST CARBON,84520,Convenience Grocery,100,Centerlines.StatewideRoads,R51953,549879.911344034,4377141.30444951,549879.9113,4377141.3044
2949,SHELL - FAST STOP,1108,2615 E BENGAL BLVD,SALT LAKE CITY,84121,Convenience Grocery,100,AddressPoints.AddressGrid,R52205,430835.013216575,4495860.22426871,430835.0132,4495860.2243
2950,JOLLEYS CORNER VARIETY INC,,1676 E 1300 S,SALT LAKE CITY,84105,Retail,100,AddressPoints.AddressGrid,R52228,428848.620055848,4510392.55740362,428848.6201,4510392.5574
2951,SHELL - RAMSEY,,43 E CTR ST,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R52252,364157.085631573,4101327.65234094,364157.0856,4101327.6523
2952,NORTHWEST CAP,,1300 W 300 N,SALT LAKE CITY,84116,Salvage Grocery,100,AddressPoints.AddressGrid,R52374,421743.114672416,4514289.22457224,421743.1147,4514289.2246
2953,ASHLEY VALLEY FOOD BANK,,426 E 200 S,VERNAL,84078,Salvage Grocery,100,Centerlines.StatewideRoads,R52392,625452.514992636,4479073.2294224,625452.515,4479073.2294
2954,CITY MARKET LLC,10,425 S MAIN ST,MOAB,84532,Grocery Store,100,AddressPoints.AddressGrid,R5245,626373.993062135,4269710.00542546,626373.9931,4269710.0054
2955,GNC,,1395 N 200 E,LOGAN,84321,Health Food,100,AddressPoints.AddressGrid,R52458,431046.866010096,4623152.26831629,431046.866,4623152.2683
2956,CHEVRON OF FILLMORE,,1060 S HWY 99,FILLMORE,84631,Convenience Grocery,100,Centerlines.StatewideRoads,R52459,383262.435258738,4311888.55911051,383262.4353,4311888.5591
2957,RIDLEYS SUPERMARKET,,780 E MAIN ST,HYRUM,84319,Supermarket,100,AddressPoints.AddressGrid,R52577,430553.452403263,4609349.91333231,430553.4524,4609349.9133
2958,ASSOCIATED FRESH MARKETS,2381,3555 W 3500 S,WEST VALLEY CITY,84119,Supermarket,100,AddressPoints.AddressGrid,R52579,417541.525384864,4505375.7031009,417541.5254,4505375.7031
2959,GNC,5538,1084 E FT UNION BLVD,MIDVALE,84047,Health Food,100,AddressPoints.AddressGrid,R52692,427160.981517988,4497171.11650668,427160.9815,4497171.1165
2960,GNC,2557,1070 NEWGATE MALL,OGDEN,84405,Health Food,,Manually Placed,R52757,417658,4560906,417658,4560906
2961,DOVE FAMILY HOLDINGS LLC,,530 N MAIN ST,MILFORD,84751,Grocery Store,100,AddressPoints.AddressGrid,R52762,324554.653694106,4252469.62640248,324554.6537,4252469.6264
2962,HERB SHOP,,912 S STATE ST,OREM,84058,Health Food,100,AddressPoints.AddressGrid,R52852,441493.69243564,4459109.81375092,441493.6924,4459109.8138
2963,CHEGOYA,,202 S 900 E,SALT LAKE CITY,84102,Convenience Grocery,100,AddressPoints.AddressGrid,R53321,426939.056075711,4512995.07367516,426939.0561,4512995.0737
2964,FOUNTAIN GREEN GENERAL STORE,,84 S STATE ST,FOUNTAIN GREEN,84632,Grocery Store,100,Centerlines.StatewideRoads,R53782,445536.381573084,4386564.61685831,445536.3816,4386564.6169
2965,KWICK STOP,1,506 E 26TH ST (& ADAMS AVE),OGDEN,84401,Convenience Grocery,100,Centerlines.StatewideRoads,R53794,418899.928084359,4563481.90272372,418899.9281,4563481.9027
2966,HARMONS,,4874 W 6200 S,KEARNS,84118,Supermarket,100,AddressPoints.AddressGrid,R54325,414843.364197012,4499208.17919767,414843.3642,4499208.1792
2967,CBR ENTERPRISES LLC,,2275 W SANTA CLARA DR,SANTA CLARA,84765,Convenience Grocery,100,AddressPoints.AddressGrid,R54342,265669.322574368,4112116.07173106,265669.3226,4112116.0717
2968,SMITHS MARKET PLACE, 94,455 S 500 E,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R54423,426088.860479027,4512403.33514526,426088.8605,4512403.3351
2969,SMITHS MARKET PLACE,495,1820 W 9000 S,WEST JORDAN,84088,Grocery Store,100,AddressPoints.AddressGrid,R54427,420392.015372105,4493651.12602738,420392.0154,4493651.126
2970,RTA ARCHVIEW RESORT,,13701 N Highway 191,MOAB,84532,Convenience Grocery,,Manually Placed,R54447,614149,4281731,614149,4281731
2971,ASSOCIATED FRESH MARKETS,2386,652 N 800 E,SPANISH FORK,84660,Supermarket,100,Centerlines.StatewideRoads,R54675,445428.542140264,4441070.89019153,445428.5421,4441070.8902
2972,PARK CITY MARKET INC,,1500 SNOW CRK DR,PARK CITY,84060,Supermarket,100,AddressPoints.AddressGrid,R54826,456968.879790299,4501404.94940794,456968.8798,4501404.9494
2973,ASSOCIATED FRESH MARKETS,2388,5691 S HARRISON BLVD SOUTH,OGDEN,84403,Supermarket,100,AddressPoints.AddressGrid,R54829,421006.07104914,4556910.05414079,421006.071,4556910.0541
2974,EL CENTRO DE AMERICAN FORK,,45 W MAIN ST,AMERICAN FORK,84003,Specialty Grocery,100,Centerlines.StatewideRoads,R54855,432099.104558735,4469871.84248563,432099.1046,4469871.8425
2975,MACEYS,,325 36TH ST,OGDEN,84405,Supermarket,100,AddressPoints.AddressGrid,R54859,418423.136229532,4561155.71387704,418423.1362,4561155.7139
2976,COSTCO,113,1818 S 300 W,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R54957,423870.190785008,4509275.1268479,423870.1908,4509275.1268
2977,FLAMING GORGE MARKET,,75 HWY 43,MANILA,84046,Grocery Store,92.4300003051758,AddressPoints.AddressGrid,R54964,607610.388694764,4538259.22584977,607610.3887,4538259.2258
2978,RIDLEY`S FAMILY MARKETS,158,1585 N STATE ST,OREM,84057,Supermarket,100,Centerlines.StatewideRoads,R54984,439861.007701274,4464199.41369639,439861.0077,4464199.4137
2979,DOLLAR TREE,2612,129 N HARRISVILLE RD,OGDEN,84404,Convenience Grocery,100,AddressPoints.AddressGrid,R54999,418553.363674534,4568273.81877274,418553.3637,4568273.8188
2980,SMITHS,72,1725 W UINTAH WAY,PARK CITY,84060,Supermarket,89.7399978637695,AddressPoints.AddressGrid,R55039,454149.603180403,4508232.52764955,454149.6032,4508232.5276
2981,GNC,5240,2274 S 1300 E,SALT LAKE CITY,84106,Health Food,100,AddressPoints.AddressGrid,R55054,427631.193923506,4508179.10850197,427631.1939,4508179.1085
2982,GNC,5029,1400 S FOOTHILL BLVD SPACE 100,SALT LAKE CITY,84108,Health Food,90.9199981689453,AddressPoints.AddressGrid,R55083,430175.376541578,4510152.08770682,430175.3765,4510152.0877
2983,WAL-MART SUPER CENTER,2207,7250 S UNION PARK AVE,MIDVALE,84047,Supermarket,,Manually Placed,R55331,427363,4496915,427363,4496915
2984,WAL-MART SUPER CENTER,2307,11328 S JORDAN GATEWAY RD,SOUTH JORDAN,84095,Grocery Store,100,AddressPoints.AddressGrid,R55372,423672.190493922,4488713.1265727,423672.1905,4488713.1266
2985,SMITHS,42,633 S MAIN ST,CEDAR CITY,84720,Supermarket,100,AddressPoints.AddressGrid,R55855,318113.114762814,4170782.05299942,318113.1148,4170782.053
2986,TARGET,T1750,200 N MARKET PLACE DR,CENTERVILLE,84014,Supermarket,98.9599990844727,AddressPoints.AddressGrid,R56311,425289.181269364,4530056.92944315,425289.1813,4530056.9294
2987,TARGET STORE T,,7025 S PARK CTR,SALT LAKE CITY,84121,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R56369,428102.902956172,4497248.27981798,428102.903,4497248.2798
2988,TARGET,T1752,10130 S STATE ST,SANDY,84070,Supermarket,100,AddressPoints.AddressGrid,R56422,424395.082289334,4491109.44938965,424395.0823,4491109.4494
2989,ASSOCIATED FRESH MARKETS,2389,170 W 200 N,KAYSVILLE,84037,Supermarket,100,AddressPoints.AddressGrid,R56442,420918.661062669,4543453.69847015,420918.6611,4543453.6985
2990,BIG ROCK CANDY MOUNTAIN,,4479 N HWY 89,MARYSVALE,84750,Convenience Grocery,100,Centerlines.StatewideRoads,R56599,391447.357965019,4261042.76520911,391447.358,4261042.7652
2991,DICKS MARKET,,2280 S ORCHARD DR,BOUNTIFUL,84010,Grocery Store,100,AddressPoints.AddressGrid,R56899,425791.10128724,4524146.49823963,425791.1013,4524146.4982
2992,WINEGARS SUPERMARKETS INC,,3440 W 4800 S,ROY,84067,Supermarket,100,AddressPoints.AddressGrid,R56903,410829.472836925,4558957.92735252,410829.4728,4558957.9274
2993,GOOD EARTH,,500 S STATE ST,OREM,84058,Grocery Store,100,Centerlines.StatewideRoads,R56926,441255.473566103,4459930.18096512,441255.4736,4459930.181
2994,PHILLIPS 66 ,,1944 N MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R57031,318399.165457569,4175955.13429317,318399.1655,4175955.1343
2995,NEIGHBORS MARKET,,15 S HWY 89,NORTH SALT LAKE,84054,Grocery Store,100,Centerlines.StatewideRoads,R5724,423260.079120456,4521555.66055402,423260.0791,4521555.6606
2996,TARGET STORE T,,1135 RIVERDALE RD,RIVERDALE,84405,Supermarket,,Manually Placed,R57242,415600,4558510,415600,4558510
2997,DOLLAR S MART,,162 N GRAYSON PKWY,BLANDING,84511,Grocery Store,100,Centerlines.StatewideRoads,R57252,634821.098065614,4165594.33855929,634821.0981,4165594.3386
2998,TERRYS FOOD & DRUG,,65 E Main Street,ORDERVILLE,84758,Supermarket,92.4300003051758,Centerlines.StatewideRoads,R57253,358458.699263415,4131226.13089759,358458.6993,4131226.1309
2999,TARGET GROCERY T,,175 W CTR ST,OREM,84058,Supermarket,100,AddressPoints.AddressGrid,R57416,440576.914333534,4460781.19822185,440576.9143,4460781.1982
3000,ALBERTSONS,301,915 W RED CLIFFS DR,WASHINGTON,84780,Supermarket,100,AddressPoints.AddressGrid,R57961,275713.430998218,4111787.16181143,275713.431,4111787.1618
3001,ABARROTES EL PUEBLO,,360 S CONCORD ST,SALT LAKE CITY,84104,Specialty Grocery,100,AddressPoints.AddressGrid,R58057,421736.042239012,4512697.72518571,421736.0422,4512697.7252
3002,HERB SHOP,,438 S STATE ST,MOUNT PLEASANT,84647,Health Food,100,AddressPoints.AddressGrid,R58318,460866.695533248,4376842.16854866,460866.6955,4376842.1685
3003,TEXACO RIVERSIDE,,1572 CONVENTION CTR DR,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R58332,270445.373049583,4107039.28273187,270445.373,4107039.2827
3004,SHIRLYNS NATURAL FOODS,,5578 S REDWOOD,TAYLORSVILLE,84118,Health Food,90.9199981689453,AddressPoints.AddressGrid,R58338,420536.394644972,4500451.18721265,420536.3946,4500451.1872
3005,TARGET T1755,,815 W 2000 N,LAYTON,84041,Supermarket,100,Centerlines.StatewideRoads,R58690,417580.262965449,4549105.47972717,417580.263,4549105.4797
3006,GRAND STAIRCASE COUNTRY STORE,,105 N KODACHROME DR,CANNONVILLE,84718,Grocery Store,,Manually Placed,R58696,406867,4158472,406867,4158472
3007,SMITHS,73,210 E 700 S,PLEASANT GROVE,84062,Supermarket,100,AddressPoints.AddressGrid,R58770,437389.711082331,4467300.8193239,437389.7111,4467300.8193
3008,CHEVRON ,,1744 W ROYAL HUNT DR,CEDAR CITY,84720,Convenience Grocery,,Manually Placed,R58784,316094,4169799,316094,4169799
3009,CHEVRON CORNER MART,,2983 WASHINGTON BLVD,OGDEN,84403,Grocery Store,100,Centerlines.StatewideRoads,R58802,418607.306078024,4562587.30976925,418607.3061,4562587.3098
3010,SMITHS,142,951 W 1700 S,SYRACUSE,84075,Supermarket,100,AddressPoints.AddressGrid,R58856,412304.59031984,4549060.56496075,412304.5903,4549060.565
3011,SMITHS,158,4080 W 9000 S,WEST JORDAN,84088,Supermarket,100,AddressPoints.AddressGrid,R58858,416414.551220683,4493596.746254,416414.5512,4493596.7463
3012,PACIFIC FOOD INC,,145 E 1300 S - 203,SALT LAKE CITY,84115,Specialty Grocery,83.3499984741211,Centerlines.StatewideRoads,R58861,427698.766653405,4513877.20496506,427698.7667,4513877.205
3013,SMITHS,,212 E 12300 S,DRAPER,84020,Grocery Store,100,AddressPoints.AddressGrid,R59137,425048.920404266,4486445.214365,425048.9204,4486445.2144
3014,REDMOND HERITAGE FARM STORE,,695 S 100 W,SAINT GEORGE,84790,Health Food,100,AddressPoints.AddressGrid,R59229,270245.792598672,4108719.0204706,270245.7926,4108719.0205
3015,MACEY`S, 13,760 E MAIN ST,LEHI,84043,Supermarket,100,Centerlines.StatewideRoads,R59339,428945.539496197,4471166.34684733,428945.5395,4471166.3468
3016,SERVICE STATION INC,,1036 W RED HILLS PKWY,WASHINGTON,84780,Convenience Grocery,100,AddressPoints.AddressGrid,R59365,275491.700465524,4112261.03573267,275491.7005,4112261.0357
3017,BIMBO BAKERIES USA,,66 N STATE RD (HWY 89),AMERICAN FORK,84003,Convenience Grocery,90.9199981689453,Centerlines.StatewideRoads,R59368,431027.754309338,4470032.53005965,431027.7543,4470032.5301
3018,CHEVRON ,,17030 S HIGHWAY 161,COVE FORT,84713,Convenience Grocery,,Manually Placed,R59564,360231,4275050,360231,4275050
3019,BIG LOTS,4116,1290 N STATE ST,PROVO,84604,Convenience Grocery,100,AddressPoints.AddressGrid,R59575,443322.445510868,4455902.42343587,443322.4455,4455902.4234
3020,DAVES HEALTH & NUTRITION,,1817 W 9000 S,WEST JORDAN,84088,Health Food,100,AddressPoints.AddressGrid,R59847,420379.304482936,4493343.16888782,420379.3045,4493343.1689
3021,HARMONS ORCHARD,88,870 E 800 N,OREM,84097,Supermarket,100,AddressPoints.AddressGrid,R60026,442632.444707419,4462464.17981291,442632.4447,4462464.1798
3022,TEXACO SUNMART,807,885 S PARK RD,FILLMORE,84631,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R60166,382778.412965141,4312140.51274824,382778.413,4312140.5127
3023,TEXACO - KOLOB FUELS,,3802 E HIGHWAY 144,HARMONY,84757,Convenience Grocery,100,AddressPoints.AddressGrid,R60312,303434.745623598,4150608.6745865,303434.7456,4150608.6746
3024,GNC,6613,785 E 200 S STE 8,LEHI,84043,Health Food,100,AddressPoints.AddressGrid,R60335,429010.972776597,4470974.64915185,429010.9728,4470974.6492
3025,JC PENNEY,1413,3601 S 2700 W,WEST VALLEY CITY,84119,Convenience Grocery,100,Centerlines.StatewideRoads,R60356,419074.59295225,4505248.58193773,419074.593,4505248.5819
3026,SOUTH RIDGE FARMS,2 STORE,720 W 900 S,SANTAQUIN,84655,Specialty Grocery,92.4300003051758,Centerlines.StatewideRoads,R60571,445021.191204351,4452597.7622073,445021.1912,4452597.7622
3027,LEES MARKET PLACE,,2645 N WASHINGTON BLVD,OGDEN,84415,Supermarket,92.4300003051758,Centerlines.StatewideRoads,R60595,418629.080852455,4563340.62077243,418629.0809,4563340.6208
3028,MACEYS PROVO,40,1400 N STATE,PROVO,84601,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R60694,443323.301720818,4456054.61997518,443323.3017,4456054.62
3029,LUCKY`S,,729 N REDWOOD,SALT LAKE CITY,84116,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R60735,420631.071974428,4515371.15373981,420631.072,4515371.1537
3030,QADERI SWEETZ N SPICEZ,,3546 S REDWOOD RD,WEST VALLEY CITY,84119,Specialty Grocery,100,AddressPoints.AddressGrid,R60747,420626.992795319,4505394.5049145,420626.9928,4505394.5049
3031,ASSOCIATED FRESH MARKETS,2391,1860 E 9400 S,SANDY,84093,Supermarket,100,AddressPoints.AddressGrid,R60812,429087.356449572,4492387.20699868,429087.3564,4492387.207
3032,WHOLE FOOD MARKET,,1131 E WILMINGTON,SALT LAKE CITY,84106,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R61296,427478.454421783,4508432.32389322,427478.4544,4508432.3239
3033,LA NUEVA CAMPOS,,5318 S 4015 W,KEARNS,84118,Specialty Grocery,100,AddressPoints.AddressGrid,R61305,416532.603777867,4500884.11619955,416532.6038,4500884.1162
3034,RITE AID,6304,1550 N STATE ST,OREM,84057,Convenience Grocery,100,AddressPoints.AddressGrid,R61514,439986.045935701,4464087.04572004,439986.0459,4464087.0457
3035,CHINA TOWN MARKET,,1496 MAJOR ST,SALT LAKE CITY,84115,Grocery Store,100,AddressPoints.AddressGrid,R61521,424866.081294237,4509937.83334881,424866.0813,4509937.8333
3036,SMITHS,85,980 E FT UNION BLVD,MIDVALE,84047,Supermarket,100,AddressPoints.AddressGrid,R61711,426947.966228031,4497111.97537066,426947.9662,4497111.9754
3037,LEE`S MARKETPLACE,,555 E 1400 N,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R61721,431805.99010459,4623326.39914463,431805.9901,4623326.3991
3038,RITE AID,6311,819 N MAIN ST,PAYSON,84651,Convenience Grocery,100,AddressPoints.AddressGrid,R61883,437501.68663719,4433962.41937698,437501.6866,4433962.4194
3039,GNC,3148,1770 RED CLIFFS DR SPACE 1166,ST GEORGE,84770,Health Food,100,AddressPoints.AddressGrid,R61971,273866.843696237,4110779.28436291,273866.8437,4110779.2844
3040,LOOSE WHEELS SERVICE,,55 MOVIE RANCH RD,DUCK CREEK VILLAGE,84762,Convenience Grocery,,Manually Placed,R61972,352877,4154435,352877,4154435
3041,GNC,6661,1163 E MAIN ST STE - 1,PRICE,84501,Health Food,90.9199981689453,AddressPoints.AddressGrid,R61976,517783.244965204,4383369.5373066,517783.245,4383369.5373
3042,7-11,,1180 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R62143,294867.223465584,4116995.68184382,294867.2235,4116995.6818
