OBJECTID,NAME,NBR,STREETADDR,CITY,ZIP,TYPE,GCSCORE,GCMETHOD,DAFID,POINT_X,POINT_Y,x,y
2590,WALMART PICK UP,8855,3701 S HIGHLAND DR,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R120810,428469.200710259,4504809.92931175,428469.2007,4504809.9293
2591,ENVIOS Y NOVEDADES COLIMA,,499 S MAIN ST,BRIGHAM CITY,84302,Specialty Grocery,100,AddressPoints.AddressGrid,R120936,415234.345857447,4594860.53687707,415234.3459,4594860.5369
2592,WAL-MART NEIGHBORHOOD MARKET,,898 S 2550 E,SPANISH FORK,84660,Convenience Grocery,100,AddressPoints.AddressGrid,R121013,447718.471028579,4438839.26595031,447718.471,4438839.266
2593,WAL-MART NEIGHBORHOOD MARKET,,898 S 2550 E,SPANISH FORK,84660,Supermarket,100,AddressPoints.AddressGrid,R121013,447718.471028579,4438839.26595031,447718.471,4438839.266
2594,DOLLAR TREE,,113 E 200 N,ROOSEVELT,84066,Grocery Store,100,Centerlines.StatewideRoads,R121175,585821.033410532,4461796.12140676,585821.0334,4461796.1214
2595,DOLLAR TREE,,1751 W 12600 S STE 100,RIVERTON,84065,Grocery Store,100,AddressPoints.AddressGrid,R121242,420399.004272831,4485996.57427357,420399.0043,4485996.5743
2596,DOLLAR TREE,7263,1675 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R121271,294072.465722866,4116903.58010527,294072.4657,4116903.5801
2597,RAYKA FOOD MART,,3971 S 1900 W,ROY,84067,Convenience Grocery,100,Centerlines.StatewideRoads,R121411,413961.084207701,4560491.44237976,413961.0842,4560491.4424
2598,WHOLE FOODS MARKET,,6598 N LANDMARK DR,PARK CITY,84098,Supermarket,100,AddressPoints.AddressGrid,R121481,453818.208163608,4508627.86693136,453818.2082,4508627.8669
2599,QUALITY QUICK STOP,,938 N 900 W,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R121536,422692.233843022,4515825.25826059,422692.2338,4515825.2583
2600,DOLLAR GENERAL,19311,857 N REDWOOD AVE,SALT LAKE CITY,84116,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R121595,420675.344293768,4515655.88879489,420675.3443,4515655.8888
2601,DOLLAR GENERAL,,3646 W 4700 S,WEST VALLEY CITY,84118,Grocery Store,100,AddressPoints.AddressGrid,R121639,417325.941465059,4502382.41400062,417325.9415,4502382.414
2602,DOLLAR GENERAL,,3161 WASHINGTON BLVD,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R121679,418590.793275335,4562176.03769459,418590.7933,4562176.0377
2603,WINCO FOODS,142,2193 S MAIN ST,SOUTH SALT LAKE,84115,Supermarket,100,AddressPoints.AddressGrid,R121689,424821.196401925,4508529.55593041,424821.1964,4508529.5559
2604,ASIAN MARKET OREM LLC,,266 N STATE ST,OREM,84057,Specialty Grocery,100,AddressPoints.AddressGrid,R121796,440851.402713442,4461486.15833572,440851.4027,4461486.1583
2605,KENTS MARKET,,2600 N 3600 W,PLAIN CITY,84404,Grocery Store,100,Centerlines.StatewideRoads,R121833,410725.060106562,4573176.71203107,410725.0601,4573176.712
2606,NIMBUS PERFORMANCE,,636 W 9400 S,SANDY,84070,Health Food,100,AddressPoints.AddressGrid,R121838,423078.300997568,4492655.58357098,423078.301,4492655.5836
2607,DOLLAR GENERAL STORE,19308,74 W 7200 S,MIDVALE,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R121866,424432.511890135,4497075.87533165,424432.5119,4497075.8753
2608,DOLLAR GENERAL STORE,19310,355 S 600 E,PROVO,84606,Convenience Grocery,100,AddressPoints.AddressGrid,R121867,444902.013646566,4453389.66998789,444902.0136,4453389.67
2609,DOLLAR GENERAL STORE,19312,922 N DIXIE DOWNS RD,ST GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R121868,266967.733638031,4111861.53373908,266967.7336,4111861.5337
2610,NATURAL GROCERS,,989 S MAIN ST,HEBER CITY,84032,Grocery Store,100,Centerlines.StatewideRoads,R121872,464969.658287954,4482760.84536249,464969.6583,4482760.8454
2611,CORONA FLORES LATINOS MARKET,,1812 W SUNSET BLVD - 19,ST GEORGE,84770,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R121995,267019.920678611,4111750.72068065,267019.9207,4111750.7207
2612,WALMART,1573 FUEL,245 S MAIN ST,PRICE,84501,Convenience Grocery,92.4300003051758,Centerlines.StatewideRoads,R122099,515886.10060169,4383314.72192132,515886.1006,4383314.7219
2613,MYANMAR ORIENTAL MARKET,,2247 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R122109,425074.745923881,4508270.83434347,425074.7459,4508270.8343
2614,SEOUL MARKET INC,,153 E 4370 S - 10,MURRAY,84107,Specialty Grocery,83.3499984741211,Centerlines.StatewideRoads,R122116,427699.0082617,4513901.68221525,427699.0083,4513901.6822
2615,THEAPOTHECARY,,133 E 4800 S,MURRAY,84107,Supermarket,100,AddressPoints.AddressGrid,R122117,425005.47645065,4502193.66495362,425005.4765,4502193.665
2616,MADE IN BRAZIL UTAH,,339 E 3900 S ST 100,SALT LAKE CITY,84107,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R122211,425476.412806044,4504415.42535672,425476.4128,4504415.4254
2617,WALMART,1699 FUEL,735 W HILL FIELD RD,LAYTON,84041,Convenience Grocery,100,Centerlines.StatewideRoads,R122239,417726.900224373,4547248.58410359,417726.9002,4547248.5841
2618,DAY N NIGHT CONVENIENCE,,3054 S STATE ST,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R122276,424926.002068589,4506322.90798097,424926.0021,4506322.908
2619,CVS PHARMACY,10662,50 S FORT LN,LAYTON,84041,Convenience Grocery,100,AddressPoints.AddressGrid,R122299,419493.203756825,4545817.90993347,419493.2038,4545817.9099
2620,ORANGE RANCH LLCDBA FOOD RANCH,,355 E HIGHWAY 29,ORANGEVILLE,84537,Grocery Store,100,AddressPoints.AddressGrid,R122360,495982.294970961,4342430.05348084,495982.295,4342430.0535
2621,MAIN STREET MARKET,,15 W MAIN ST,FERRON,84523,Grocery Store,100,AddressPoints.AddressGrid,R122414,488541.628639168,4326729.81516954,488541.6286,4326729.8152
2622,NATURES GROCER,,917 S MAIN,CEDAR CITY,84720,Health Food,90.9199981689453,AddressPoints.AddressGrid,R122486,317528.671420131,4170085.65498505,317528.6714,4170085.655
2623,EZ MARKET 4 U,,268 S MAIN ST,SALT LAKE CITY,84101,Convenience Grocery,100,AddressPoints.AddressGrid,R122525,424767.533617367,4512865.30565989,424767.5336,4512865.3057
2624,CVS/PHARMACY,10927,1982 W 1700 S,SYRACUSE,84075,Convenience Grocery,100,Centerlines.StatewideRoads,R122620,410620.047110363,4549213.99640987,410620.0471,4549213.9964
2625,CVS/PHARMACY,10741,4082 S REDWOOD RD,WEST VALLEY CITY,84123,Grocery Store,100,Centerlines.StatewideRoads,R122621,420645.591506951,4503945.98021771,420645.5915,4503945.9802
2626,H&X FAMILY MART LLC,,4782 W 4100 S,WEST VALLEY CITY,84120,Convenience Grocery,100,Centerlines.StatewideRoads,R122658,415050.675027989,4503962.49715675,415050.675,4503962.4972
2627,BEATRICES HERBS FOR HEALTH,,3588 S REDWOOD RD,WEST VALLEY CITY,84119,Health Food,100,AddressPoints.AddressGrid,R122701,420626.442871856,4505336.87432774,420626.4429,4505336.8743
2628,QUICK ZONE CONVENIENCE STORE,,3910 W CAMPUS DR,DR OGDEN,84408,Convenience Grocery,100,Manually Placed,R122707,420780,4560556,420780,4560556
2629,HARMON`S HOLLADAY MARKET,,4675 S  BLVD,HOLLADAY,84117,Grocery Store,90.9199981689453,Centerlines.StatewideRoads,R122799,415235.791209411,4508762.0408648,415235.7912,4508762.0409
2630,TOUCH N GO,,375 N TERMINAL DR,SALT LAKE CITY,84115,Convenience Grocery,100,Centerlines.StatewideRoads,R122800,417206.745305798,4514427.57718387,417206.7453,4514427.5772
2631,EL CENTRO DE PAYSON INC,,3 N MAIN ST,PAYSON,84651,Grocery Store,100,AddressPoints.AddressGrid,R122872,437517.885015665,4432867.90461926,437517.885,4432867.9046
2632,QUIK PIK MARKET,,545 W 3900 S STE B,MILLCREEK,84123,Convenience Grocery,100,Centerlines.StatewideRoads,R122939,423364.670160657,4504393.07615253,423364.6702,4504393.0762
2633,WEST OGDEN MARKET,,873 W 24TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R122992,416150.393048621,4563984.10947095,416150.393,4563984.1095
2634,APPLE ANNIES COUNTRY STORE INC,,508 N HWY 143,BRIAN HEAD,84719,Convenience Grocery,100,Centerlines.StatewideRoads,R1230,336934.0599133,4174832.08255604,336934.0599,4174832.0826
2635,HALLS STORE,,420 N HWY 12,BOULDER,84716,Convenience Grocery,100,Centerlines.StatewideRoads,R123008,462723.083954888,4195950.44125916,462723.084,4195950.4413
2636,GG`S MARKETPLACE,,515 N MAIN ST,MONROE,84754,Grocery Store,100,AddressPoints.AddressGrid,R123028,402355.29148552,4277517.43590213,402355.2915,4277517.4359
2637,ISLAND MARKET,,400 E CTR ST,LOGAN,84321,Grocery Store,100,AddressPoints.AddressGrid,R12307,431430.705626562,4620247.10619129,431430.7056,4620247.1062
2638,EASTERN GROCERIES,,1616 W 3500 S,WEST VALLEY CITY,84119,Grocery Store,100,AddressPoints.AddressGrid,R123108,420830.993517108,4505574.27419862,420830.9935,4505574.2742
2639,SCARLET`S MULTISERVICES,,5221 W 3500 S STE 104,WEST VALLEY CITY,84120,Convenience Grocery,100,AddressPoints.AddressGrid,R123133,414163.540458165,4505532.41736588,414163.5405,4505532.4174
2640,CVS PHARMACY,10423,1269 E 2100 S,SALT LAKE CITY,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R123296,427843.533990982,4508664.91367405,427843.534,4508664.9137
2641,ARIANA MARKET,,118 E VINE ST,MURRAY,84107,Retail,100,AddressPoints.AddressGrid,R123318,424991.874546249,4501831.71785984,424991.8745,4501831.7179
2642,TROPICAL ISLAND MARKET,,880 W 200 N,SALT LAKE CITY,84116,Grocery Store,100,AddressPoints.AddressGrid,R123326,422659.32196789,4514067.39658476,422659.322,4514067.3966
2643,ZEITOON MARKET,,9305 S 700 E,SANDY,84070,Grocery Store,100,AddressPoints.AddressGrid,R123331,426214.6119647,4492858.17815936,426214.612,4492858.1782
2644,SMOKE ZONE SLC,,1514 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123378,424972.293094314,4509902.13705108,424972.2931,4509902.1371
2645,MIDDLE EAST PASTRIES & GROCERY,,3336 S MAIN ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123395,424695.591098439,4505722.08527234,424695.5911,4505722.0853
2646,SHOP N SAVE MART INC,,1302 S STATE ST,SALT LAKE CITY,84115,Convenience Grocery,100,AddressPoints.AddressGrid,R123703,424960.584597281,4510413.35704044,424960.5846,4510413.357
2647,KWICK SHOP,,803 25TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R123709,419611.486028873,4563660.52475955,419611.486,4563660.5248
2648,STEVE & IRINAS DOWN TO EARTH,,341 27TH ST,OGDEN,84403,Health Food,100,AddressPoints.AddressGrid,R12376,418519.386757758,4563229.40564734,418519.3868,4563229.4056
2649,1ST ORIENTAL MARKET,,286 N STATE ST,OREM,84057,Specialty Grocery,100,Centerlines.StatewideRoads,R123817,440755.284587597,4461563.05917457,440755.2846,4461563.0592
2650,SHELL-JRS TRUCK STOP,,2635 N FREEWAY DR,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R12418,318702.674482025,4177301.95254373,318702.6745,4177301.9525
2651,LEES MARKET PLACE,,850 S MAIN ST,SMITHFIELD,84335,Supermarket,100,AddressPoints.AddressGrid,R12425,430921.072758084,4630045.03685202,430921.0728,4630045.0369
2652,SHELL - JBS EXPRESS MARKET,,1148 S BLUFF,SAINT GEORGE,84770,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R12593,270143.325846992,4107816.60302806,270143.3258,4107816.603
2653,BULL MTN MARKET,,30 E 100 N,HANKSVILLE,84734,Grocery Store,100,AddressPoints.AddressGrid,R13049,524988.286495529,4247362.40366427,524988.2865,4247362.4037
2654,K & C TRADING POST,,161 E MAIN,BLUFF,84512,Convenience Grocery,90.9199981689453,Centerlines.StatewideRoads,R13594,627707.174294788,4127251.54945569,627707.1743,4127251.5495
2655,PHILLIPS 66 KB EXPRESS,1,93 S MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R13619,318218.81144471,4171855.31565165,318218.8114,4171855.3157
2656,KMART CORPORATION,9794,745 S BLUFF,ST GEORGE,84770,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R13622,270262.631394345,4108540.7547747,270262.6314,4108540.7548
2657,KANOSH MERCANTILE GROUP LLC,,10 S MAIN ST,KANOSH,84637,Grocery Store,100,AddressPoints.AddressGrid,R13660,375125.260383685,4295692.36460446,375125.2604,4295692.3646
2658,KENS KASH LLC,,980 W CTR ST,OAKLEY,84055,Grocery Store,100,AddressPoints.AddressGrid,R13858,474667.748799656,4507171.2240924,474667.7488,4507171.2241
2659,BLUE MOUNTAIN FOODS,,64 W CTR ST,MONTICELLO,84535,Grocery Store,100,AddressPoints.AddressGrid,R13909,645626.096530451,4192984.2104461,645626.0965,4192984.2104
2660,KENTCOS FOODS,,300 E MAIN ST,TREMONTON,84337,Supermarket,100,AddressPoints.AddressGrid,R13919,403341.471320932,4618345.12976274,403341.4713,4618345.1298
2661,SALT LAKE CITY KOA,,1400 W N TEMPLE ST,SALT LAKE CITY,84116,Grocery Store,100,AddressPoints.AddressGrid,R14229,421371.881529271,4513873.20399158,421371.8815,4513873.204
2662,LINS MARKET INC,,1930 W SUNSET BLVD,SAINT GEORGE,84770,Grocery Store,100,AddressPoints.AddressGrid,R15048,266720.372495303,4111872.70623476,266720.3725,4111872.7062
2663,LINS MARKETPLACE,,1120 W STATE ST,HURRICANE,84737,Grocery Store,100,AddressPoints.AddressGrid,R15049,295004.66256512,4117056.50059446,295004.6626,4117056.5006
2664,LINS CEDAR CITY,,150 N MAIN ST,CEDAR CITY,84721,Supermarket,100,AddressPoints.AddressGrid,R15117,318298.780061782,4172324.16369009,318298.7801,4172324.1637
2665,PAROWAN MARKET INC,,740 W 200 S,PAROWAN,84761,Grocery Store,100,AddressPoints.AddressGrid,R15456,337962.511684112,4189568.62189219,337962.5117,4189568.6219
2666,MANTI MARKET,,35 E UNION,MANTI,84642,Supermarket,90.9199981689453,Centerlines.StatewideRoads,R15673,445106.825267974,4346439.18605486,445106.8253,4346439.1861
2667,MARYS HEALTH SHOPPE,,78 S FAIRFIELD RD - 102,LAYTON,84041,Grocery Store,90.9199981689453,AddressPoints.AddressGrid,R15833,420553.692870374,4545838.16660788,420553.6929,4545838.1666
2668,FOODTOWN MIKES,,270 N MAIN ST,BEAVER,84713,Grocery Store,100,AddressPoints.AddressGrid,R16561,356491.625902225,4237913.99461147,356491.6259,4237913.9946
2669,7-11,,299 S MAIN ST,MOAB,84532,Convenience Grocery,100,AddressPoints.AddressGrid,R16565,626283.993562647,4269949.00633933,626283.9936,4269949.0063
2670,MINERS TRADING POST,,123 Market St,SUNNYSIDE,84539,Grocery Store,,Manually Placed,R16718,552697,4378153,552697,4378153
2671,CANYON COUNTRY,,12 W CTR ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R16742,634291.714517987,4165352.28274724,634291.7145,4165352.2827
2672,MOONFLOWER COMM COOP,,39 E 100 N,MOAB,84532,Health Food,100,AddressPoints.AddressGrid,R16834,626309.993108674,4270620.00345854,626309.9931,4270620.0035
2673,RED MESA,516,516 HIGHWAY 162 ,MONTEZUMA CREEK,84534,Grocery Store,,Manually Placed,R17400,650522,4125080,650522,4125080
2674,RITE AID,6138,5540 S 900 E,SALT LAKE CITY,84117,Convenience Grocery,100,AddressPoints.AddressGrid,R18509,426647.366925192,4500369.49921462,426647.3669,4500369.4992
2675,RITE AID,6137,150 N 900 W,SALT LAKE CITY,84116,Convenience Grocery,100,AddressPoints.AddressGrid,R18510,422727.345412008,4513940.52436899,422727.3454,4513940.5244
2676,RITE AID,6147,142 N HARRISVILLE RD,OGDEN,84404,Convenience Grocery,100,AddressPoints.AddressGrid,R18518,418655.350113316,4568253.70828051,418655.3501,4568253.7083
2677,RITE AID,6146,851 24TH ST,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R18520,419697.475959818,4563823.6780018,419697.476,4563823.678
2678,RITE AID,6133,3250 S 700 E,SOUTH SALT LAKE,84106,Convenience Grocery,100,AddressPoints.AddressGrid,R18523,426348.835056133,4505872.29791055,426348.8351,4505872.2979
2679,FOODTOWN ,,95 N STATE ST,SALINA,84654,Supermarket,100,AddressPoints.AddressGrid,R1872,425438.864867283,4312561.08585986,425438.8649,4312561.0859
2680,CHEVRON PARADISE,,925 N MAIN ST,FILLMORE,84631,Convenience Grocery,100,AddressPoints.AddressGrid,R18805,385367.744995672,4316393.01520303,385367.745,4316393.0152
2681,CLARKS MARKET,,820 S MAIN ST,BLANDING,84511,Grocery Store,100,AddressPoints.AddressGrid,R18894,634231.577950883,4163981.6159171,634231.578,4163981.6159
2682,CHEVRON,,550 S 200 E,IVINS,84738,Convenience Grocery,92.4300003051758,Centerlines.StatewideRoads,R19458,261644.830201584,4115790.96391932,261644.8302,4115790.9639
2683,PANGUITCH LAKE GENERAL STORE,,53 W HWY 143,PANGUITCH LAKE,84759,Convenience Grocery,100,Centerlines.StatewideRoads,R19469,354019.531335832,4173939.1886524,354019.5313,4173939.1887
2684,CHEVRON ,,200 S MAIN ST,PAROWAN,84761,Convenience Grocery,100,AddressPoints.AddressGrid,R19471,339153.833854579,4189548.75503694,339153.8339,4189548.755
2685,HONEYS FUEL CENTER,,344 S 350 E,KANAB,84741,Convenience Grocery,100,AddressPoints.AddressGrid,R19490,364728.191590002,4100700.78135889,364728.1916,4100700.7814
2686,ASHMANS PIONEER MARKET,,10 S MAIN ST,FILLMORE,84631,Grocery Store,100,AddressPoints.AddressGrid,R19606,385298.61474357,4314135.29398205,385298.6147,4314135.294
2687,JACKSONS OIL,5823,304 N MAIN ST,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R19834,318216.493412896,4172625.09016259,318216.4934,4172625.0902
2688,SINCLAIR SALINA EXPRESS,,1415 S STATE,SALINA,84654,Convenience Grocery,90.9199981689453,AddressPoints.AddressGrid,R19838,426011.133322148,4310293.80014724,426011.1333,4310293.8001
2689,CHEVRON,,4390 W STATE ST,HURRICANE,84737,Convenience Grocery,100,AddressPoints.AddressGrid,R20052,287807.271235889,4115529.62069541,287807.2712,4115529.6207
2690,QUALITY MARKET,,180 E MAIN ST,DELTA,84624,Supermarket,100,AddressPoints.AddressGrid,R20059,364652.490100565,4356982.08640564,364652.4901,4356982.0864
2691,TESORO,62107,8595 S 1300 E,SANDY,84094,Convenience Grocery,100,AddressPoints.AddressGrid,R20158,427856.161347473,4494183.8278371,427856.1613,4494183.8278
2692,SHELL,62109,151 W 10600 S,SANDY,84070,Convenience Grocery,100,AddressPoints.AddressGrid,R20159,424216.405891092,4490143.75594352,424216.4059,4490143.7559
2693,SHELL,621,1344 E FORT UNION BLVD,COTTONWOOD HEIGHTS,84124,Convenience Grocery,100,AddressPoints.AddressGrid,R20162,427805.944285882,4497567.91761035,427805.9443,4497567.9176
2694,TESOR0,620,897 E 6600 S,MURRAY,84107,Convenience Grocery,100,Centerlines.StatewideRoads,R20179,426757.122761346,4498233.04476393,426757.1228,4498233.0448
2695,RAINBOW GARDENS GIFT SHOP,,1851 VALLEY DR,OGDEN,84401,Convenience Grocery,100,AddressPoints.AddressGrid,R20193,422206.936828068,4565441.24654493,422206.9368,4565441.2465
2696,RANDLETT MERCANTILE,,10329 E 4250 S,RANDLETT,84063,Grocery Store,,Manually Placed,R20264,601632,4454320,601632,4454320
2697,RANDYS SERVICE,,5 E MAIN ST,EMERY,84522,Convenience Grocery,100,AddressPoints.AddressGrid,R20270,478477.068631321,4308314.45157569,478477.0686,4308314.4516
2698,REAMS,10,3665 W 6200 S,KEARNS,84118,Supermarket,100,AddressPoints.AddressGrid,R20377,417251.200601418,4498980.39950688,417251.2006,4498980.3995
2699,REAMS,11,2640 W 9000 S,WEST JORDAN,84088,Supermarket,100,AddressPoints.AddressGrid,R20378,419040.96479919,4493462.72503321,419040.9648,4493462.725
2700,RIDLEY`S FAMILY MARKET,,275 E 300 N,MORGAN,84050,Grocery Store,100,AddressPoints.AddressGrid,R21113,442925.073600566,4543880.50868839,442925.0736,4543880.5087
2701,RUBYS INN GENERAL STORE,,26 South Main Street,BRYCE CANYON CITY,84764,Grocery Store,100,AddressPoints.AddressGrid,R21349,397969.032330079,4170228.05035681,397969.0323,4170228.0504
2702,DAVIS FOOD & DRUG,2,750 E 200 N,ROOSEVELT,84066,Supermarket,100,Centerlines.StatewideRoads,R21481,586653.645110703,4461780.30289826,586653.6451,4461780.3029
2703,DAVIS FOOD & DRUG,1,575 W MAIN ST,VERNAL,84078,Grocery Store,100,AddressPoints.AddressGrid,R21546,623854.828481124,4479267.8360732,623854.8285,4479267.8361
2704,SHANGRI,,438 1/2 N MAIN ST,LOGAN,84321,Health Food,100,AddressPoints.AddressGrid,R22154,430624.524790128,4621222.61472709,430624.5248,4621222.6147
2705,SHELL RALLY STOP,,962 ZION PARK BLVD,SPRINGDALE,84767,Convenience Grocery,100,AddressPoints.AddressGrid,R22220,322433.765960743,4117703.56560142,322433.766,4117703.5656
2706,SHIRT TAIL JUNCTION C STO,,550 W 3600 S,BLANDING,84511,Convenience Grocery,100,Centerlines.StatewideRoads,R22315,633548.946148268,4159590.20701949,633548.9461,4159590.207
2707,FOODTOWN ,,173 E MAIN ST,DUCHESNE,84021,Grocery Store,100,Centerlines.StatewideRoads,R22346,551232.17895602,4446081.55206714,551232.179,4446081.5521
2708,PHILLIPS 66 CLAY`S 66,,290 S MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R2235,356394.052773264,4237097.14247542,356394.0528,4237097.1425
2709,SINCLAIR BECK AUTO SERVICE LLC,,83 S STATE ST,FOUNTAIN GREEN,84632,Convenience Grocery,100,AddressPoints.AddressGrid,R22494,445568.924625605,4386569.19388788,445568.9246,4386569.1939
2710,SINCLAIR-ERNIE`S TOO,,994 E ST GEORGEBLVD,SAINT GEORGE,84770,Convenience Grocery,,Manually Placed,R22526,272296,4110086,272296,4110086
2711,CHEVRON ,,2301 S MAIN ST,BOUNTIFUL,84010,Convenience Grocery,100,AddressPoints.AddressGrid,R22670,424722.293711173,4524111.06646205,424722.2937,4524111.0665
2712,SMITH & EDWARDS,,3936 N HWY 126,FARR WEST,84404,Convenience Grocery,92.4300003051758,Centerlines.StatewideRoads,R22687,413280.053200357,4576414.37565661,413280.0532,4576414.3757
2713,SMITHS,30,4275 S HARRISON BLVD,OGDEN,84403,Supermarket,100,AddressPoints.AddressGrid,R22697,420269.626076722,4559775.53824373,420269.6261,4559775.5382
2714,SMITHS,149,1170 E GENTILE ST,LAYTON,84041,Supermarket,100,AddressPoints.AddressGrid,R22705,420702.603791022,4545913.15806956,420702.6038,4545913.1581
2715,SMITHS,87,175 E 442 N,LOGAN,84321,Supermarket,100,AddressPoints.AddressGrid,R22707,430940.514988889,4621218.61908066,430940.515,4621218.6191
2716,SMITHS,83,665 W 5300 S,MURRAY,84123,Supermarket,100,AddressPoints.AddressGrid,R22708,423135.931584332,4500613.19884163,423135.9316,4500613.1988
2717,SMITHS,47,2039 E 9400 S,SANDY,84092,Supermarket,100,AddressPoints.AddressGrid,R22711,429523.334379223,4492654.51852933,429523.3344,4492654.5185
2718,SMITHS,80,828 S 900 W,SALT LAKE CITY,84104,Supermarket,100,AddressPoints.AddressGrid,R22714,422496.022543456,4511560.7688665,422496.0225,4511560.7689
2719,SMITHS,44,876 E 800 S,SALT LAKE CITY,84102,Supermarket,100,AddressPoints.AddressGrid,R22715,426882.462686366,4511452.11373559,426882.4627,4511452.1137
2720,SMITHS,139,7061 S REDWOOD RD,WEST JORDAN,84084,Supermarket,100,AddressPoints.AddressGrid,R22717,420741.954643417,4497334.10964463,420741.9546,4497334.1096
2721,SMITHS,77,402 E SIXTH AVE (300 N),SALT LAKE CITY,84103,Supermarket,90.9199981689453,AddressPoints.AddressGrid,R22718,426010.423294385,4514215.26334693,426010.4233,4514215.2633
2722,SMITHS,81,3470 E 7800 S,SALT LAKE CITY,84121,Supermarket,100,Centerlines.StatewideRoads,R22721,432603.786047378,4495690.72480019,432603.786,4495690.7248
2723,SMITHS,137,4643 S 4000 W,WEST VALLEY CITY,84120,Supermarket,100,AddressPoints.AddressGrid,R22725,416727.186190211,4502447.17967029,416727.1862,4502447.1797
2724,SMITHS,48,1075 E MAIN ST,PRICE,84501,Supermarket,100,AddressPoints.AddressGrid,R22769,517660.507616996,4383308.31481468,517660.5076,4383308.3148
2725,TEXACO SUNMART,843,810 E ST GEORGE BLVD,SAINT GEORGE,84770,Convenience Grocery,100,AddressPoints.AddressGrid,R23874,272003.751729295,4110094.94289839,272003.7517,4110094.9429
2726,SUMMIT MERC,,16 S MAIN ST,COALVILLE,84017,Grocery Store,100,AddressPoints.AddressGrid,R24092,466432.923376004,4529508.44691834,466432.9234,4529508.4469
2727,IDEAL BEACH STORE,,2176 S BEAR LK BLVD,GARDEN CITY,84028,Convenience Grocery,100,AddressPoints.AddressGrid,R24269,468501.61710773,4639488.74719169,468501.6171,4639488.7472
2728,TERRELS THRIFTWAY,,1050 S STATE ST,MOUNT PLEASANT,84647,Supermarket,100,AddressPoints.AddressGrid,R24593,460888.365302132,4375861.31392148,460888.3653,4375861.3139
2729,CARTERS MARKET,,167 E MAIN ST,ENTERPRISE,84725,Grocery Store,100,AddressPoints.AddressGrid,R24603,259997.516387677,4162027.42460374,259997.5164,4162027.4246
2730,SHELL SOUTH CREEK,,1532 S MAIN ST,BEAVER,84713,Convenience Grocery,100,AddressPoints.AddressGrid,R24632,355879.651581084,4234955.73354749,355879.6516,4234955.7335
2731,C BS C STORE,,111 S MAIN ST,BLANDING,84511,Convenience Grocery,100,AddressPoints.AddressGrid,R24636,634318.563312907,4165161.90481302,634318.5633,4165161.9048
2732,SINCLAIR,,1495 W 200 N,CEDAR CITY,84720,Convenience Grocery,100,AddressPoints.AddressGrid,R24639,316407.760336162,4172392.89020092,316407.7603,4172392.8902
2733,CHEVRON ,,990 BUENA VISTA BLVD,WASHINGTON,84780,Convenience Grocery,100,AddressPoints.AddressGrid,R24726,275611.653391132,4112298.31219023,275611.6534,4112298.3122
2734,SINCLAIR,,230 WENDOVER BLVD,WENDOVER,84083,Convenience Grocery,100,AddressPoints.AddressGrid,R24727,243258.97384989,4513914.46913451,243258.9738,4513914.4691
2735,SOELBERGS,,213 E MAIN ST,GRANTSVILLE,84029,Grocery Store,100,Centerlines.StatewideRoads,R24833,376712.455476373,4495368.04701209,376712.4555,4495368.047
2736,HOMETOWN MARKET,,221 N MAIN ST,HUNTINGTON,84528,Supermarket,100,AddressPoints.AddressGrid,R25084,502979.72995223,4353453.26234564,502979.73,4353453.2623
2737,TODDS MARKET,,55 W MAIN ST,MINERSVILLE,84752,Grocery Store,100,AddressPoints.AddressGrid,R25182,331492.355849549,4231459.22271177,331492.3558,4231459.2227
2738,FOODTOWN ,,51 N MAIN ST,COALVILLE,84017,Supermarket,100,AddressPoints.AddressGrid,R25317,466339.046568045,4529701.12896226,466339.0466,4529701.129
